Win Share,
70,321A,52.709180,
71,1563C,50.717617,
72,624K,50.594479,
73,2114X,49.576659,
74,9922A,48.809678,
75,7209C,48.543990,
76,4410C,48.543868,
77,7700S,47.845138,
78,134H,47.707985,
79,288A,47.231936,
80,6844B,47.073948,
81,1028B,46.895127,
82,5S,46.783850,
83,311Y,45.800904,
84,7133B,45.494695,
85,134J,45.419761,
86,590V,45.401337,
87,248F,45.054629,
88,77788G,44.657284,
89,7368W,44.313783,
90,7536B,43.406871,
91,7776A,43.269187,
92,4149G,42.937354,
93,33172A,42.066807,
94,2360H,41.670700,
95,25461Z,40.853993,
96,91A,40.233953,
97,333R,39.970448,
98,41364A,39.836378,
99,1826Z,38.841980,
100,248A,38.536651,
101,2719C,38.417110,
102,6891X,38.396361,
103,1028A,38.013189,
104,134F,37.345180,
105,7232X,37.316472,
106,99905A,37.173716,
107,1045B,36.910332,
108,99451A,36.281712,
109,7776B,35.771678,
110,2587K,35.737679,
111,98377F,35.566733,
112,77788J,35.375567,
113,8601D,35.210681,
114,288G,35.076480,
115,5300A,35.020286,
116,3018V,34.112560,
117,12J,33.971742,
118,244D,33.689816,
119,9019R,33.622850,
120,53D,33.215674,
121,5450A,32.612229,
122,9447A,32.232485,
123,91709A,31.979112,
124,97371A,31.494225,
125,248G,31.321995,
126,6291B,31.154378,
127,7536D,31.018276,
128,4410B,30.739715,
129,11950A,30.632096,
130,21246J,30.539241,
131,916B,30.119215,
132,404Z,29.502850,
133,1064A,29.300139,
134,3815G,26.999493,
135,2398B,26.889582,
136,2501B,26.474134,
137,80075P,26.245271,
138,42368B,25.978633,
139,2567A,25.053936,
140,1341W,24.918734,
141,6793A,23.311198,
142,4255A,22.242679,
143,98377A,21.358289,
144,91C,21.220364,
145,9411C,21.088540,
146,98377C,21.066749,
147,916A,20.475499,
148,2398K,20.100748,
149,3815F,19.713071,
150,21636A,19.418966,
151,81N,19.174836,
152,53A,18.816339,
153,1933B,17.552058,
154,244B,16.612333,
155,2019B,15.974989,
156,6891A,15.522068,
157,624P,15.166363,
158,5M,15.019694,
159,355V,14.471873,
160,5450C,13.480948,
161,99451B,13.411409,
162,2477Z,10.304743,
163,4495P,10.282777,
164,9922X,9.238702,
165,9050C,7.328772,
166,21246Z,6.310193,
167,2567Y,5.835327,
168,1563A,4.395556,
169,9065C,4.168938,
170,687E,3.743672,
171,4825A,2.755179,
172,66099A,2.348183,
173,6024E,2.041350,
174,74624A,2.023911,
175,7870E,1.746133,
176,4255B,1.488307,
177,6219A,0.265892,
178,5829B,-0.494505,
179,9050D,-1.806155,
180,7133A,-2.422790,
181,333E,-3.388075,
182,12F,-3.836848,
